"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm3",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 22:30:35 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 23:05:37,83.636,4.848,11.313,0.0,0.0,0.202,0.0,0.0,32401.0,354719.0,0.0,0.0,3083.0,3945.0
18-09 23:05:38,89.899,4.444,5.657,0.0,0.0,0.0,4096.0,466944.0,292679.0,293823.0,0.0,0.0,3360.0,4568.0
18-09 23:05:39,68.410,15.292,15.895,0.0,0.0,0.402,0.0,0.0,175872.0,34855.0,0.0,0.0,3126.0,4768.0
18-09 23:05:40,55.734,14.286,28.571,1.006,0.0,0.402,671744.0,253952.0,43980.0,22898.0,0.0,0.0,3189.0,4967.0
18-09 23:05:41,76.248,7.784,14.571,0.798,0.0,0.599,29085696.0,0.0,47361.0,234072.0,0.0,0.0,2988.0,4126.0
18-09 23:05:42,73.547,1.202,24.850,0.0,0.0,0.401,10584064.0,0.0,1988483.0,2904923.0,0.0,0.0,3382.0,4302.0
18-09 23:05:43,64.503,2.434,32.049,0.406,0.0,0.609,18952192.0,417792.0,5979149.0,5886374.0,0.0,0.0,3864.0,4613.0
18-09 23:05:44,62.828,1.414,35.354,0.0,0.0,0.404,5693440.0,0.0,6435953.0,5893672.0,0.0,0.0,3635.0,4043.0
18-09 23:05:45,61.010,2.020,32.929,3.434,0.0,0.606,30793728.0,0.0,7396397.0,6044824.0,0.0,0.0,3631.0,4280.0
18-09 23:05:46,55.960,3.434,38.182,1.818,0.0,0.606,12816384.0,106496.0,3041932.0,2929898.0,0.0,0.0,3337.0,4648.0
18-09 23:05:47,43.662,0.805,55.533,0.0,0.0,0.0,8855552.0,0.0,31681.0,16357.0,0.0,0.0,2182.0,3964.0
18-09 23:05:48,50.905,1.408,47.686,0.0,0.0,0.0,0.0,2121728.0,32253.0,16936.0,0.0,0.0,2117.0,3217.0
18-09 23:05:49,22.828,2.626,74.545,0.0,0.0,0.0,0.0,65536.0,29641.0,17817.0,0.0,0.0,2020.0,3633.0
18-09 23:05:50,2.218,0.403,97.177,0.0,0.0,0.202,0.0,0.0,17710.0,10583.0,0.0,0.0,1081.0,2256.0
18-09 23:05:51,3.407,0.601,94.389,1.603,0.0,0.0,0.0,172032.0,13478.0,8487.0,0.0,0.0,1142.0,2318.0
18-09 23:05:52,14.600,2.0,83.400,0.0,0.0,0.0,0.0,0.0,2730.0,3801.0,0.0,0.0,1636.0,2905.0
18-09 23:05:53,33.199,1.408,65.392,0.0,0.0,0.0,0.0,0.0,2125.0,2558.0,0.0,0.0,1808.0,2643.0
18-09 23:05:54,55.622,3.012,40.763,0.402,0.0,0.201,102400.0,0.0,1467015.0,52302.0,0.0,0.0,2508.0,3244.0
18-09 23:05:55,25.253,5.455,69.293,0.0,0.0,0.0,106496.0,0.0,1966.0,2753.0,0.0,0.0,1453.0,2435.0
18-09 23:05:56,38.632,1.207,57.545,2.616,0.0,0.0,503808.0,172032.0,2073.0,3179.0,0.0,0.0,1779.0,2801.0
18-09 23:05:57,1.613,0.403,97.782,0.0,0.0,0.202,0.0,0.0,3231.0,6338.0,0.0,0.0,922.0,2158.0
18-09 23:05:58,2.213,0.604,97.183,0.0,0.0,0.0,0.0,0.0,4616.0,66754.0,0.0,0.0,1049.0,2156.0
18-09 23:05:59,1.616,0.404,97.980,0.0,0.0,0.0,0.0,344064.0,18468.0,351561.0,0.0,0.0,1052.0,2170.0
18-09 23:06:00,2.213,0.201,97.586,0.0,0.0,0.0,0.0,0.0,6858.0,5072.0,0.0,0.0,1079.0,2258.0
18-09 23:06:01,9.879,0.605,88.306,1.210,0.0,0.0,4096.0,135168.0,7287.0,10726.0,0.0,0.0,1475.0,2763.0
18-09 23:06:02,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,819.0,1486.0,0.0,0.0,948.0,2239.0
18-09 23:06:03,1.811,0.402,97.787,0.0,0.0,0.0,0.0,20480.0,662.0,1847.0,0.0,0.0,992.0,2242.0
18-09 23:06:04,1.606,1.004,97.390,0.0,0.0,0.0,0.0,0.0,555.0,1321.0,0.0,0.0,1010.0,2295.0
18-09 23:06:05,1.016,0.203,98.780,0.0,0.0,0.0,0.0,0.0,555.0,1321.0,0.0,0.0,983.0,2275.0
18-09 23:06:06,2.227,0.405,95.749,1.417,0.0,0.202,32768.0,77824.0,3043.0,4623.0,0.0,0.0,1315.0,2851.0
18-09 23:06:07,3.252,1.626,94.106,1.016,0.0,0.0,131072.0,0.0,2200.0,3046.0,0.0,0.0,2127.0,3647.0
18-09 23:06:08,2.616,0.604,96.781,0.0,0.0,0.0,0.0,462848.0,1801.0,3253.0,0.0,0.0,1244.0,2536.0
18-09 23:06:09,1.411,0.403,98.185,0.0,0.0,0.0,0.0,0.0,274.0,835.0,0.0,0.0,988.0,2145.0
18-09 23:06:10,1.408,0.402,98.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,958.0,2151.0
18-09 23:06:11,1.815,0.403,97.782,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,975.0,2151.0
18-09 23:06:12,1.408,0.604,96.781,1.207,0.0,0.0,0.0,221184.0,214.0,835.0,0.0,0.0,973.0,2150.0
18-09 23:06:13,1.411,0.403,98.185,0.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,0.0,971.0,2139.0
18-09 23:06:14,2.637,2.637,80.933,13.793,0.0,0.0,5234688.0,0.0,4902.0,4200.0,0.0,0.0,2356.0,3699.0
18-09 23:06:15,4.609,3.206,78.357,13.427,0.0,0.401,8122368.0,0.0,214.0,835.0,0.0,0.0,2283.0,3920.0
18-09 23:06:16,3.529,2.745,77.843,15.686,0.0,0.196,7307264.0,2072576.0,948.0,1314.0,0.0,0.0,2023.0,3404.0
18-09 23:06:17,1.649,0.412,96.289,1.649,0.0,0.0,917504.0,0.0,132.0,66.0,0.0,0.0,1050.0,2223.0
18-09 23:06:18,1.411,0.403,98.185,0.0,0.0,0.0,0.0,0.0,346.0,1099.0,0.0,0.0,1035.0,2230.0
18-09 23:06:19,0.813,0.203,98.984,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,990.0,2162.0
18-09 23:06:20,2.204,0.401,97.395,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1004.0,2195.0
18-09 23:06:21,1.606,0.803,97.590,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1037.0,2227.0
18-09 23:06:22,1.613,0.202,96.976,1.210,0.0,0.0,0.0,61440.0,107.0,309.0,0.0,0.0,1016.0,2223.0
18-09 23:06:23,1.815,0.202,97.984,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1010.0,2228.0
18-09 23:06:24,2.008,0.402,97.590,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1019.0,2241.0
18-09 23:06:25,1.406,0.803,97.791,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1056.0,2294.0
18-09 23:06:26,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1055.0,2321.0
18-09 23:06:27,1.992,1.195,96.813,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1077.0,2346.0
18-09 23:06:28,2.209,0.602,96.988,0.201,0.0,0.0,0.0,16384.0,107.0,309.0,0.0,0.0,1071.0,2319.0
18-09 23:06:29,1.215,0.405,98.381,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1054.0,2306.0
18-09 23:06:30,1.414,0.606,97.980,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1078.0,2345.0
18-09 23:06:31,2.600,0.200,97.200,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1081.0,2338.0
18-09 23:06:32,1.417,0.202,98.381,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1069.0,2334.0
18-09 23:06:33,2.204,0.601,97.194,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1098.0,2384.0
18-09 23:06:34,1.012,0.405,98.178,0.405,0.0,0.0,0.0,16384.0,107.0,309.0,0.0,0.0,1041.0,2314.0
18-09 23:06:35,1.807,0.602,97.590,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1111.0,2422.0
18-09 23:06:36,1.811,0.604,97.586,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1091.0,2377.0
18-09 23:06:37,2.595,0.399,97.006,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1111.0,2390.0
18-09 23:06:38,1.207,1.006,97.787,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1062.0,2348.0
18-09 23:06:39,2.016,0.202,97.782,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1107.0,2428.0
18-09 23:06:40,1.807,0.803,96.586,0.803,0.0,0.0,0.0,20480.0,107.0,309.0,0.0,0.0,1092.0,2388.0
18-09 23:06:41,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1081.0,2411.0
18-09 23:06:42,0.811,0.609,98.580,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1083.0,2391.0
18-09 23:06:43,1.217,0.203,98.580,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1090.0,2414.0
18-09 23:06:44,1.613,0.202,98.185,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1067.0,2372.0
18-09 23:06:45,1.217,0.406,98.377,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1106.0,2428.0
18-09 23:06:46,1.215,0.405,97.976,0.405,0.0,0.0,0.0,45056.0,107.0,309.0,0.0,0.0,1097.0,2406.0
18-09 23:06:47,1.616,0.404,97.980,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1095.0,2393.0
18-09 23:06:48,2.004,0.601,97.395,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1090.0,2371.0
18-09 23:06:49,1.807,0.803,97.390,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1106.0,2407.0
18-09 23:06:50,1.800,1.200,97.0,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1089.0,2371.0
18-09 23:06:51,1.804,0.601,94.990,2.405,0.0,0.200,4096.0,94208.0,214.0,835.0,0.0,0.0,1108.0,2390.0
18-09 23:06:52,3.012,1.205,87.751,8.032,0.0,0.0,2478080.0,0.0,12651.0,5049.0,0.0,0.0,1961.0,3037.0
18-09 23:06:53,18.421,5.668,46.964,28.947,0.0,0.0,5746688.0,0.0,68644.0,5384.0,0.0,0.0,4294.0,6934.0
18-09 23:06:54,22.449,2.245,32.449,42.857,0.0,0.0,11968512.0,0.0,214.0,981.0,0.0,0.0,3116.0,5228.0
18-09 23:06:55,54.397,3.885,22.495,19.018,0.0,0.204,3600384.0,0.0,107.0,455.0,0.0,0.0,2852.0,4165.0
18-09 23:06:56,66.734,4.637,13.508,15.121,0.0,0.0,3031040.0,1032192.0,743.0,773.0,0.0,0.0,2902.0,3860.0
18-09 23:06:57,55.0,3.800,20.800,20.200,0.0,0.200,3502080.0,0.0,274558.0,11551.0,0.0,0.0,2840.0,4226.0
18-09 23:06:58,72.967,6.707,8.333,11.789,0.0,0.203,5713920.0,0.0,9545.0,17535.0,0.0,0.0,3563.0,7363.0
18-09 23:06:59,69.450,4.481,15.886,10.183,0.0,0.0,5308416.0,0.0,8733.0,19531.0,0.0,0.0,3741.0,5524.0
18-09 23:07:00,17.034,54.509,23.246,4.609,0.0,0.601,536576.0,0.0,13652.0,23445.0,0.0,0.0,2366.0,3549.0
18-09 23:07:01,44.223,20.518,17.729,17.331,0.0,0.199,3309568.0,110592.0,8548.0,19137.0,0.0,0.0,2675.0,3736.0
18-09 23:07:02,71.862,2.429,11.943,13.158,0.0,0.607,43290624.0,0.0,9431.0,20011.0,0.0,0.0,2753.0,3927.0
18-09 23:07:03,89.379,4.609,5.010,0.601,0.0,0.401,55136256.0,0.0,8452.0,19185.0,0.0,0.0,3569.0,6216.0
18-09 23:07:04,84.431,3.593,5.190,6.587,0.0,0.200,39628800.0,0.0,9187.0,20484.0,0.0,0.0,2759.0,3785.0
18-09 23:07:05,86.948,1.807,11.044,0.201,0.0,0.0,380928.0,0.0,9741.0,20418.0,0.0,0.0,2249.0,2955.0
18-09 23:07:06,66.191,8.758,24.847,0.0,0.0,0.204,28672.0,266240.0,15328.0,14304.0,0.0,0.0,3254.0,5034.0
18-09 23:07:07,86.004,5.071,8.925,0.0,0.0,0.0,0.0,0.0,3991.0,2575.0,0.0,0.0,2714.0,3208.0
18-09 23:07:08,94.378,5.020,0.602,0.0,0.0,0.0,0.0,0.0,209411.0,16230.0,0.0,0.0,2717.0,3270.0
18-09 23:07:09,94.378,4.618,1.004,0.0,0.0,0.0,0.0,0.0,77045.0,19496.0,0.0,0.0,2543.0,3766.0
18-09 23:07:10,69.539,23.647,6.814,0.0,0.0,0.0,0.0,0.0,9550.0,17777.0,0.0,0.0,2505.0,3367.0
18-09 23:07:11,85.542,9.237,4.618,0.201,0.0,0.402,34295808.0,376832.0,10078.0,20512.0,0.0,0.0,2690.0,3983.0
18-09 23:07:12,73.494,4.618,13.454,8.434,0.0,0.0,53624832.0,25333760.0,8778.0,19926.0,0.0,0.0,3211.0,5236.0
18-09 23:07:13,91.129,2.621,5.040,0.806,0.0,0.403,32374784.0,0.0,9187.0,20725.0,0.0,0.0,2739.0,3887.0
18-09 23:07:14,87.097,4.032,8.871,0.0,0.0,0.0,17383424.0,32768.0,14557.0,24113.0,0.0,0.0,2869.0,4351.0
18-09 23:07:15,77.309,4.418,18.072,0.0,0.0,0.201,0.0,65536.0,6123.0,7713.0,0.0,0.0,2591.0,3571.0
18-09 23:07:16,87.854,5.668,6.275,0.0,0.0,0.202,0.0,32768.0,143854.0,12483.0,0.0,0.0,2766.0,3561.0
18-09 23:07:17,90.361,4.819,4.618,0.0,0.0,0.201,0.0,638976.0,76088.0,13671.0,0.0,0.0,2762.0,3546.0
18-09 23:07:18,78.758,16.834,4.409,0.0,0.0,0.0,0.0,0.0,8430.0,14308.0,0.0,0.0,2520.0,3282.0
18-09 23:07:19,88.129,8.048,3.421,0.201,0.0,0.201,23564288.0,0.0,77638.0,20445.0,0.0,0.0,2679.0,3569.0
18-09 23:07:20,90.141,7.445,2.414,0.0,0.0,0.0,40009728.0,0.0,8439.0,18262.0,0.0,0.0,2948.0,4581.0
18-09 23:07:21,82.164,9.619,7.816,0.0,0.0,0.401,24756224.0,0.0,9589.0,20093.0,0.0,0.0,2733.0,4008.0
18-09 23:07:22,85.111,3.823,10.262,0.604,0.0,0.201,26267648.0,196608.0,10184.0,21714.0,0.0,0.0,2952.0,4797.0
18-09 23:07:23,76.768,3.838,19.192,0.0,0.0,0.202,23584768.0,32768.0,9044.0,13401.0,0.0,0.0,3114.0,4545.0
18-09 23:07:24,77.846,4.472,17.683,0.0,0.0,0.0,0.0,32768.0,76508.0,13434.0,0.0,0.0,2530.0,3679.0
18-09 23:07:25,87.298,6.048,6.653,0.0,0.0,0.0,0.0,32768.0,8468.0,11478.0,0.0,0.0,2551.0,3721.0
18-09 23:07:26,77.733,9.919,12.348,0.0,0.0,0.0,0.0,0.0,77354.0,12651.0,0.0,0.0,2470.0,3148.0
18-09 23:07:27,88.0,9.200,2.200,0.200,0.0,0.400,10731520.0,311296.0,77303.0,16218.0,0.0,0.0,2666.0,3310.0
18-09 23:07:28,91.583,5.812,2.605,0.0,0.0,0.0,31723520.0,0.0,76846.0,18208.0,0.0,0.0,2828.0,4052.0
18-09 23:07:29,85.915,10.463,3.219,0.0,0.0,0.402,25509888.0,0.0,8657.0,17420.0,0.0,0.0,2661.0,4169.0
18-09 23:07:30,84.940,9.036,5.823,0.0,0.0,0.201,36978688.0,32768.0,11448.0,21594.0,0.0,0.0,2976.0,4156.0
18-09 23:07:31,68.612,5.030,23.742,2.414,0.0,0.201,71557120.0,0.0,9489.0,15826.0,0.0,0.0,3451.0,5544.0
18-09 23:07:32,88.531,4.628,2.213,4.225,0.0,0.402,81137664.0,172032.0,6917.0,15521.0,0.0,0.0,3126.0,4417.0
18-09 23:07:33,86.282,4.771,3.579,5.169,0.0,0.199,90013696.0,0.0,77899.0,18634.0,0.0,0.0,2976.0,4022.0
18-09 23:07:34,85.425,3.846,5.061,5.466,0.0,0.202,83865600.0,0.0,9187.0,20653.0,0.0,0.0,2767.0,3819.0
18-09 23:07:35,66.800,8.800,6.200,17.800,0.0,0.400,75792384.0,0.0,11981.0,20934.0,0.0,0.0,2437.0,3464.0
18-09 23:07:36,85.030,6.986,3.593,4.192,0.0,0.200,88109056.0,0.0,9294.0,21189.0,0.0,0.0,2541.0,3508.0
18-09 23:07:37,96.386,3.414,0.0,0.0,0.0,0.201,90451968.0,45056.0,9422.0,18949.0,0.0,0.0,2651.0,4170.0
18-09 23:07:38,95.992,3.808,0.0,0.200,0.0,0.0,82976768.0,0.0,8733.0,19657.0,0.0,0.0,2641.0,3712.0
18-09 23:07:39,95.400,2.200,1.400,1.0,0.0,0.0,79413248.0,0.0,10217.0,20983.0,0.0,0.0,2654.0,3377.0
18-09 23:07:40,82.400,3.0,3.800,10.400,0.0,0.400,76189696.0,0.0,10148.0,19961.0,0.0,0.0,2466.0,3177.0
18-09 23:07:41,82.460,2.419,5.847,9.274,0.0,0.0,84688896.0,0.0,8979.0,20170.0,0.0,0.0,2612.0,3246.0
18-09 23:07:42,58.954,1.811,7.847,30.986,0.0,0.402,70701056.0,598016.0,9095.0,20695.0,0.0,0.0,2291.0,3819.0
18-09 23:07:43,65.996,2.616,11.268,19.920,0.0,0.201,82403328.0,0.0,10361.0,20970.0,0.0,0.0,2494.0,3636.0
18-09 23:07:44,82.966,3.006,6.212,7.415,0.0,0.401,86663168.0,0.0,10593.0,19255.0,0.0,0.0,2610.0,3484.0
18-09 23:07:45,91.383,2.405,1.603,4.609,0.0,0.0,80797696.0,0.0,9324.0,21199.0,0.0,0.0,2613.0,3573.0
18-09 23:07:46,94.800,2.600,0.0,2.600,0.0,0.0,89415680.0,0.0,8991.0,20170.0,0.0,0.0,2623.0,3177.0
18-09 23:07:47,88.508,1.815,0.605,9.073,0.0,0.0,56225792.0,18989056.0,8543.0,19164.0,0.0,0.0,2486.0,3265.0
18-09 23:07:48,67.206,2.429,14.372,15.789,0.0,0.202,63692800.0,12881920.0,10735.0,21496.0,0.0,0.0,2356.0,3454.0
18-09 23:07:49,71.687,3.012,9.639,14.859,0.0,0.803,77467648.0,3612672.0,9227.0,20579.0,0.0,0.0,2483.0,3750.0
18-09 23:07:50,48.497,2.806,20.842,27.856,0.0,0.0,55922688.0,22097920.0,10628.0,20998.0,0.0,0.0,2104.0,3317.0
18-09 23:07:51,65.996,2.616,11.871,19.115,0.0,0.402,84738048.0,0.0,8422.0,19253.0,0.0,0.0,2513.0,3820.0
18-09 23:07:52,85.400,2.800,3.800,7.400,0.0,0.600,85786624.0,0.0,10371.0,20970.0,0.0,0.0,2747.0,3779.0
18-09 23:07:53,73.790,2.016,8.669,15.323,0.0,0.202,77275136.0,106496.0,9227.0,20579.0,0.0,0.0,2245.0,3160.0
18-09 23:07:54,97.595,2.004,0.401,0.0,0.0,0.0,77586432.0,0.0,9172.0,20922.0,0.0,0.0,2667.0,3519.0
18-09 23:07:55,96.607,2.794,0.200,0.0,0.0,0.399,44322816.0,0.0,8315.0,18751.0,0.0,0.0,2504.0,3627.0
18-09 23:07:56,95.591,4.409,0.0,0.0,0.0,0.0,29380608.0,0.0,9227.0,20763.0,0.0,0.0,2361.0,3639.0
18-09 23:07:57,93.387,6.613,0.0,0.0,0.0,0.0,38268928.0,0.0,10422.0,20181.0,0.0,0.0,2585.0,3425.0
18-09 23:07:58,71.976,4.234,23.387,0.0,0.0,0.403,38010880.0,98304.0,11294.0,18872.0,0.0,0.0,2751.0,4293.0
18-09 23:07:59,83.534,4.819,11.446,0.0,0.0,0.201,40108032.0,0.0,4476.0,9867.0,0.0,0.0,2794.0,3791.0
18-09 23:08:00,92.385,7.014,0.401,0.0,0.0,0.200,18571264.0,0.0,79269.0,17498.0,0.0,0.0,2746.0,3634.0
18-09 23:08:01,87.751,2.811,9.438,0.0,0.0,0.0,0.0,0.0,4467.0,9858.0,0.0,0.0,2349.0,2935.0
18-09 23:08:02,76.970,15.960,7.071,0.0,0.0,0.0,0.0,0.0,79726.0,16314.0,0.0,0.0,2368.0,3223.0
18-09 23:08:03,84.770,8.016,6.413,0.401,0.0,0.401,16588800.0,266240.0,77313.0,19664.0,0.0,0.0,2550.0,3531.0
18-09 23:08:04,77.666,15.091,7.243,0.0,0.0,0.0,17588224.0,0.0,9272.0,16200.0,0.0,0.0,2647.0,3825.0
18-09 23:08:05,77.016,8.065,14.718,0.0,0.0,0.202,41787392.0,0.0,11577.0,16939.0,0.0,0.0,2952.0,4302.0
18-09 23:08:06,81.288,8.853,9.256,0.402,0.0,0.201,66617344.0,0.0,6852.0,15359.0,0.0,0.0,3276.0,4761.0
18-09 23:08:07,93.173,4.217,1.406,0.803,0.0,0.402,83881984.0,0.0,76002.0,17275.0,0.0,0.0,2967.0,4320.0
18-09 23:08:08,83.434,5.051,4.242,6.869,0.0,0.404,81006592.0,172032.0,10103.0,20873.0,0.0,0.0,3104.0,5123.0
18-09 23:08:09,65.726,12.903,7.661,13.306,0.0,0.403,69713920.0,0.0,11027.0,19809.0,0.0,0.0,2482.0,3520.0
18-09 23:08:10,85.200,4.600,4.400,5.400,0.0,0.400,85204992.0,0.0,8856.0,19790.0,0.0,0.0,2571.0,4029.0
18-09 23:08:11,96.200,2.600,0.600,0.200,0.0,0.400,89403392.0,0.0,8733.0,19658.0,0.0,0.0,2552.0,3333.0
18-09 23:08:12,94.378,2.610,0.803,2.209,0.0,0.0,91234304.0,0.0,8840.0,20278.0,0.0,0.0,2704.0,3930.0
18-09 23:08:13,86.948,2.610,2.209,8.032,0.0,0.201,84021248.0,36864.0,11279.0,20252.0,0.0,0.0,2599.0,3675.0
18-09 23:08:14,81.964,3.006,4.609,10.220,0.0,0.200,87654400.0,0.0,8743.0,19564.0,0.0,0.0,2562.0,3303.0
18-09 23:08:15,58.097,2.227,20.040,19.636,0.0,0.0,64286720.0,393216.0,10708.0,21496.0,0.0,0.0,2116.0,3220.0
18-09 23:08:16,69.539,2.605,14.228,13.226,0.0,0.401,83705856.0,0.0,9207.0,20766.0,0.0,0.0,2336.0,3289.0
18-09 23:08:17,83.300,2.213,2.213,12.072,0.0,0.201,87076864.0,0.0,8987.0,20170.0,0.0,0.0,2475.0,3149.0
18-09 23:08:18,92.369,3.213,1.205,3.012,0.0,0.201,87183360.0,0.0,11187.0,20190.0,0.0,0.0,2720.0,3482.0
18-09 23:08:19,80.885,2.414,3.018,13.481,0.0,0.201,74940416.0,57344.0,8989.0,20236.0,0.0,0.0,2299.0,3041.0
18-09 23:08:20,90.964,2.410,1.606,4.819,0.0,0.201,87224320.0,0.0,9217.0,20701.0,0.0,0.0,2706.0,3392.0
18-09 23:08:21,83.832,2.994,7.784,5.190,0.0,0.200,77848576.0,0.0,10276.0,20490.0,0.0,0.0,2561.0,3372.0
18-09 23:08:22,93.800,2.0,0.400,3.400,0.0,0.400,86032384.0,0.0,9915.0,19870.0,0.0,0.0,2573.0,3274.0
18-09 23:08:23,76.364,2.222,4.646,16.768,0.0,0.0,83730432.0,0.0,10143.0,20467.0,0.0,0.0,2387.0,3283.0
18-09 23:08:24,71.743,2.806,6.012,19.238,0.0,0.200,74076160.0,0.0,9334.0,21105.0,0.0,0.0,2288.0,3012.0
18-09 23:08:25,75.806,2.419,10.484,10.887,0.0,0.403,80859136.0,69632.0,10402.0,20655.0,0.0,0.0,2308.0,3148.0
18-09 23:08:26,52.104,1.202,18.437,28.257,0.0,0.0,19136512.0,47235072.0,9227.0,20513.0,0.0,0.0,1870.0,2821.0
18-09 23:08:27,45.892,0.601,16.834,36.673,0.0,0.0,20971520.0,42856448.0,8878.0,20259.0,0.0,0.0,1887.0,3116.0
18-09 23:08:28,34.940,1.807,30.723,32.129,0.0,0.402,22700032.0,38715392.0,8999.0,20076.0,0.0,0.0,1777.0,3143.0
18-09 23:08:29,28.427,1.411,38.306,31.653,0.0,0.202,29491200.0,38846464.0,8999.0,20264.0,0.0,0.0,1743.0,3053.0
18-09 23:08:30,17.0,1.600,38.600,42.400,0.0,0.400,21643264.0,37765120.0,9334.0,21199.0,0.0,0.0,1532.0,2981.0
18-09 23:08:31,48.303,1.597,22.355,27.545,0.0,0.200,34598912.0,39256064.0,9065.0,20392.0,0.0,0.0,1965.0,3035.0
18-09 23:08:32,75.502,2.610,8.032,13.655,0.0,0.201,72884224.0,11616256.0,8837.0,19705.0,0.0,0.0,2403.0,3233.0
18-09 23:08:33,85.542,6.426,2.610,5.422,0.0,0.0,83668992.0,0.0,11155.0,21768.0,0.0,0.0,2569.0,3518.0
18-09 23:08:34,93.613,5.988,0.0,0.200,0.0,0.200,74518528.0,135168.0,12469.0,21024.0,0.0,0.0,2801.0,3954.0
18-09 23:08:35,96.600,2.800,0.600,0.0,0.0,0.0,50741248.0,8192.0,11514.0,321759.0,0.0,0.0,2720.0,3465.0
18-09 23:08:36,95.591,4.409,0.0,0.0,0.0,0.0,23199744.0,8392704.0,6955.0,16428.0,0.0,0.0,2554.0,3236.0
18-09 23:08:37,92.354,5.030,2.213,0.201,0.0,0.201,8957952.0,74080256.0,84419.0,1776155.0,0.0,0.0,2958.0,3358.0
18-09 23:08:38,82.600,3.600,11.0,1.800,0.0,1.0,33382400.0,3096576.0,173793.0,16826637.0,0.0,0.0,4024.0,3623.0
18-09 23:08:39,63.232,15.556,20.202,0.202,0.0,0.808,27394048.0,184320.0,251038.0,26978313.0,0.0,0.0,4459.0,3503.0
18-09 23:08:40,57.287,6.883,34.615,0.0,0.0,1.215,31719424.0,8192.0,4188812.0,32333647.0,0.0,0.0,5299.0,4353.0
18-09 23:08:41,33.469,2.857,61.224,0.0,0.0,2.449,33816576.0,0.0,16089104.0,33188807.0,0.0,0.0,6825.0,4700.0
18-09 23:08:42,22.065,2.024,72.874,0.607,0.0,2.429,27660288.0,32768.0,30319706.0,33441204.0,0.0,0.0,13907.0,4272.0
18-09 23:08:43,20.825,1.649,76.701,0.0,0.0,0.825,32268288.0,0.0,39641326.0,33477138.0,0.0,0.0,10023.0,4329.0
18-09 23:08:44,17.339,1.008,77.419,0.0,0.0,4.234,53018624.0,0.0,29305793.0,54195512.0,0.0,0.0,15368.0,4826.0
18-09 23:08:45,21.369,2.075,55.602,19.710,0.0,1.245,67600384.0,98304.0,35622879.0,72428979.0,0.0,0.0,13814.0,5041.0
18-09 23:08:46,36.458,2.083,42.083,18.125,0.0,1.250,82841600.0,0.0,37157544.0,84713278.0,0.0,0.0,14308.0,5103.0
18-09 23:08:47,41.788,2.287,33.056,21.622,0.0,1.247,78110720.0,73728.0,39413795.0,80524500.0,0.0,0.0,12972.0,4799.0
18-09 23:08:48,42.827,1.871,36.798,17.879,0.0,0.624,83365888.0,0.0,39605242.0,83836094.0,0.0,0.0,13801.0,4954.0
18-09 23:08:49,36.777,2.893,45.661,14.050,0.0,0.620,87158784.0,0.0,27627566.0,86900359.0,0.0,0.0,11256.0,5251.0
